i,j,distance,min,max
720,762,-1,1,938
762,2576,-1,1,938
125,762,-1,1,939
125,1984,-1,1,940
125,2449,-1,1,940
308,1984,-1,1,941
308,2449,-1,1,941
1984,2475,-1,1,941
2449,2475,-1,1,941
308,2643,-1,1,942
2475,2643,-1,1,942
42,2643,-1,1,943
231,2643,-1,1,943
462,2643,-1,1,943
613,2643,-1,1,943
243,922,-1,1,946
922,1260,-1,1,946
922,2029,-1,1,946
922,1385,-1,1,947
177,1385,-1,1,948
396,1385,-1,1,948
168,177,-1,1,949
168,396,-1,1,949
177,2268,-1,1,949
396,2268,-1,1,949
168,764,-1,1,950
168,2940,-1,1,950
764,2268,-1,1,950
2268,2940,-1,1,950
88,2077,-1,1,953
2077,2626,-1,1,953
88,242,-1,1,954
242,2626,-1,1,954
320,2168,-1,1,962
320,2500,-1,1,962
282,2317,-1,1,967
758,2317,-1,1,967
1545,1994,-1,1,973
1765,1994,-1,1,973
521,2648,-1,1,977
2587,2648,-1,1,978
491,2587,-1,1,979
491,900,-1,1,980
744,900,-1,1,981
900,1180,-1,1,981
900,2338,-1,1,981
167,744,-1,1,982
167,1180,-1,1,982
167,2338,-1,1,982
43,377,-1,1,985
43,1044,-1,1,985
43,1761,-1,1,985
43,2023,-1,1,986
207,2959,-1,1,989
2283,2959,-1,1,989
229,1227,-1,1,994
123,1227,-1,1,995
103,303,-1,1,1000
303,2480,-1,1,1000
221,3017,-1,1,1010
1214,3017,-1,1,1010
507,661,-1,1,1013
661,2560,-1,1,1013
1936,2728,-1,1,1038
347,1936,-1,1,1039
347,394,-1,1,1040
92,212,-1,1,1046
212,299,-1,1,1046
212,2903,-1,1,1047
1793,2903,-1,1,1048
1793,2121,-1,1,1049
258,2121,-1,1,1050
2121,2960,-1,1,1050
258,1958,-1,1,1051
258,2785,-1,1,1051
1958,2960,-1,1,1051
2785,2960,-1,1,1051
1170,1958,-1,1,1052
1170,2785,-1,1,1052
755,2256,-1,1,1062
755,2941,-1,1,1062
1637,2256,-1,1,1062
1637,2941,-1,1,1062
1756,2765,-1,1,1068
2138,2427,-1,1,1075
1802,2403,-1,1,1084
2403,3078,-1,1,1084
1802,1803,-1,1,1085
1802,2541,-1,1,1085
1803,3078,-1,1,1085
2541,3078,-1,1,1085
412,2318,-1,1,1092
412,2346,-1,1,1092
760,2327,-1,1,1104
760,2688,-1,1,1104
2195,3014,-1,1,1107
689,3014,-1,1,1108
689,892,-1,1,1109
689,2514,-1,1,1109
892,2965,-1,1,1110
2514,2965,-1,1,1110
2007,2965,-1,1,1111
907,1895,-1,1,1114
1254,1895,-1,1,1114
1895,2914,-1,1,1114
408,907,-1,1,1115
408,1254,-1,1,1115
408,2914,-1,1,1115
408,692,-1,1,1116
408,1857,-1,1,1116
1880,1917,-1,1,1120
1880,2886,-1,1,1120
1917,2793,-1,1,1120
2793,2886,-1,1,1120
174,244,-1,1,1123
2324,2782,-1,1,1131
2677,2782,-1,1,1131
182,240,-1,1,1137
182,2493,-1,1,1137
240,3042,-1,1,1137
2493,3042,-1,1,1137
182,2760,-1,1,1138
2760,3042,-1,1,1138
171,2760,-1,1,1139
171,2183,-1,1,1140
635,2183,-1,1,1141
330,1856,-1,1,1153
1856,2085,-1,1,1153
1856,2690,-1,1,1153
294,330,-1,1,1154
294,2085,-1,1,1154
294,2690,-1,1,1154
316,330,-1,1,1154
316,2085,-1,1,1154
316,2690,-1,1,1154
230,341,-1,1,1158
230,2804,-1,1,1158
341,2265,-1,1,1158
2265,2804,-1,1,1158
230,928,-1,1,1159
230,1859,-1,1,1159
230,3044,-1,1,1159
928,2265,-1,1,1159
1859,2265,-1,1,1159
2265,3044,-1,1,1159
928,2242,-1,1,1160
1859,2242,-1,1,1160
2242,3044,-1,1,1160
400,2242,-1,1,1161
407,2242,-1,1,1161
2242,2717,-1,1,1161
2242,3013,-1,1,1161
58,804,-1,1,1175
124,804,-1,1,1175
804,2595,-1,1,1175
804,1930,-1,1,1176
1930,2796,-1,1,1177
160,2036,-1,1,1191
1824,2036,-1,1,1191
78,382,-1,1,1198
382,927,-1,1,1198
382,2133,-1,1,1198
1787,2693,-1,1,1204
2269,2693,-1,1,1204
814,1787,-1,1,1205
814,2269,-1,1,1205
135,814,-1,1,1206
391,814,-1,1,1206
814,1344,-1,1,1206
135,2810,-1,1,1207
391,2810,-1,1,1207
1344,2810,-1,1,1207
8,2711,-1,1,1218
463,2711,-1,1,1218
841,2055,-1,1,1222
2055,2637,-1,1,1222
2042,2055,-1,1,1223
2055,2076,-1,1,1223
431,2042,-1,1,1224
431,2076,-1,1,1224
591,2571,-1,1,1230
2444,2571,-1,1,1230
2571,2908,-1,1,1230
518,2571,-1,1,1231
989,3082,-1,1,1234
57,989,-1,1,1235
989,2205,-1,1,1235
57,1989,-1,1,1236
57,2296,-1,1,1236
1989,2205,-1,1,1236
2205,2296,-1,1,1236
374,2756,-1,1,1248
51,374,-1,1,1249
65,374,-1,1,1249
374,2512,-1,1,1249
26,51,-1,1,1250
26,65,-1,1,1250
26,2512,-1,1,1250
51,411,-1,1,1250
65,411,-1,1,1250
411,2512,-1,1,1250
62,921,-1,1,1253
62,2947,-1,1,1253
52,921,-1,1,1254
52,2947,-1,1,1254
677,2213,-1,1,1257
44,1421,-1,1,1260
976,1421,-1,1,1260
1421,2130,-1,1,1261
2130,2264,-1,1,1262
388,1866,-1,1,1268
503,2632,-1,1,1277
2620,2632,-1,1,1277
456,2632,-1,1,1278
456,2398,-1,1,1279
456,2468,-1,1,1279
1323,2398,-1,1,1280
1323,2468,-1,1,1280
798,1323,-1,1,1281
798,2666,-1,1,1282
549,753,-1,1,1288
549,1878,-1,1,1288
549,2962,-1,1,1288
753,2799,-1,1,1288
1878,2799,-1,1,1288
2799,2962,-1,1,1288
549,1438,-1,1,1289
1438,2799,-1,1,1289
472,1438,-1,1,1290
472,1952,-1,1,1291
283,410,-1,1,1294
283,557,-1,1,1295
283,2539,-1,1,1295
283,2640,-1,1,1295
194,1621,-1,1,1298
1621,2117,-1,1,1298
415,1621,-1,1,1299
1621,2026,-1,1,1299
1621,2588,-1,1,1299
268,415,-1,1,1300
268,2026,-1,1,1300
268,2588,-1,1,1300
268,293,-1,1,1301
1839,2880,-1,1,1304
21,2356,-1,1,1307
21,2616,-1,1,1307
2352,2356,-1,1,1307
2352,2616,-1,1,1307
21,574,-1,1,1308
21,1912,-1,1,1308
574,2352,-1,1,1308
1912,2352,-1,1,1308
287,730,-1,1,1312
343,730,-1,1,1312
219,730,-1,1,1313
219,1781,-1,1,1314
2297,2991,-1,1,1317
1236,1951,-1,1,1323
639,2929,-1,1,1333
152,2841,-1,1,1339
2583,2841,-1,1,1339
2685,2841,-1,1,1339
152,2738,-1,1,1340
2583,2738,-1,1,1340
2685,2738,-1,1,1340
1232,2314,-1,1,1348
1232,2698,-1,1,1348
1232,2931,-1,1,1348
651,1232,-1,1,1349
651,3083,-1,1,1350
307,3083,-1,1,1351
2511,3083,-1,1,1351
2861,3083,-1,1,1351
307,664,-1,1,1352
664,2511,-1,1,1352
664,2861,-1,1,1352
842,2419,-1,1,1357
842,2873,-1,1,1357
2419,2745,-1,1,1357
2745,2873,-1,1,1357
731,2419,-1,1,1358
731,2873,-1,1,1358
158,731,-1,1,1359
673,731,-1,1,1359
2725,3071,-1,1,1362
131,1164,-1,1,1366
278,1164,-1,1,1366
1164,2438,-1,1,1366
1164,2732,-1,1,1366
358,2300,-1,1,1369
793,2300,-1,1,1370
29,793,-1,1,1371
29,1982,-1,1,1372
178,1982,-1,1,1373
257,1982,-1,1,1373
1982,2705,-1,1,1373
178,263,-1,1,1374
257,263,-1,1,1374
263,2705,-1,1,1374
161,345,-1,1,1382
345,1330,-1,1,1383
1450,2744,-1,1,1388
172,589,-1,1,1392
172,2459,-1,1,1392
172,2519,-1,1,1392
589,2194,-1,1,1392
2194,2459,-1,1,1392
2194,2519,-1,1,1392
340,545,-1,1,1395
340,2107,-1,1,1395
340,1118,-1,1,1396
295,1795,-1,1,1399
551,1795,-1,1,1399
701,1795,-1,1,1399
1795,2366,-1,1,1399
1795,2642,-1,1,1399
899,2070,-1,1,1402
1942,2070,-1,1,1402
899,2946,-1,1,1403
1942,2946,-1,1,1403
765,2310,-1,1,1413
1258,2332,-1,1,1416
1026,2976,-1,1,1420
722,2454,-1,1,1426
888,2454,-1,1,1426
367,2135,-1,1,1429
1677,1772,-1,1,1437
1772,3088,-1,1,1438
538,1916,-1,1,1441
567,1916,-1,1,1441
1077,1916,-1,1,1441
1916,2701,-1,1,1442
2701,2896,-1,1,1443
2574,2896,-1,1,1444
2510,2574,-1,1,1445
2574,2611,-1,1,1445
1102,2113,-1,1,1453
1176,2501,-1,1,1457
1701,3043,-1,1,1460
2197,3043,-1,1,1461
905,2109,-1,1,1464
905,2856,-1,1,1464
1479,2109,-1,1,1464
1479,2856,-1,1,1464
1963,2109,-1,1,1464
1963,2856,-1,1,1464
2109,2422,-1,1,1465
2109,2615,-1,1,1465
2422,2856,-1,1,1465
2615,2856,-1,1,1465
1635,2422,-1,1,1466
1635,2615,-1,1,1466
501,2189,-1,1,1474
501,3058,-1,1,1474
41,520,-1,1,1483
41,1654,-1,1,1483
41,2762,-1,1,1483
520,2446,-1,1,1483
1654,2446,-1,1,1483
2446,2762,-1,1,1483
1990,2271,-1,1,1486
1990,2330,-1,1,1487
738,2128,-1,1,1493
747,2128,-1,1,1493
738,1139,-1,1,1494
747,1139,-1,1,1494
375,1139,-1,1,1495
1139,2111,-1,1,1495
181,375,-1,1,1496
181,2111,-1,1,1496
596,2075,-1,1,1501
2075,2817,-1,1,1501
1845,2038,-1,1,1505
2038,2368,-1,1,1505
2038,2884,-1,1,1506
2884,3029,-1,1,1507
2393,3029,-1,1,1508
1049,1301,-1,1,1511
1032,1791,-1,1,1516
1032,1934,-1,1,1516
1791,1894,-1,1,1517
1894,1934,-1,1,1517
1894,2333,-1,1,1518
208,2333,-1,1,1519
685,695,-1,1,1522
685,1778,-1,1,1523
685,2115,-1,1,1523
473,1778,-1,1,1524
473,2115,-1,1,1524
473,2209,-1,1,1525
1959,2387,-1,1,1538
2086,2387,-1,1,1538
22,1959,-1,1,1539
22,2086,-1,1,1539
22,863,-1,1,1540
22,2970,-1,1,1540
270,1776,-1,1,1557
270,1837,-1,1,1557
1776,1796,-1,1,1557
1796,1837,-1,1,1557
812,1776,-1,1,1558
812,1837,-1,1,1558
202,387,-1,1,1564
2336,2966,-1,1,1568
474,2814,-1,1,1574
2779,2814,-1,1,1574
1419,2814,-1,1,1575
2562,2814,-1,1,1575
2865,2925,-1,1,1585
1833,2865,-1,1,1586
197,214,-1,1,1594
197,1334,-1,1,1595
197,1971,-1,1,1595
197,2875,-1,1,1595
267,1334,-1,1,1596
267,1971,-1,1,1596
267,2875,-1,1,1596
1287,1334,-1,1,1596
1287,1971,-1,1,1596
1287,2875,-1,1,1596
267,2467,-1,1,1597
1287,2467,-1,1,1597
776,2918,-1,1,1608
1051,2918,-1,1,1609
455,1051,-1,1,1610
455,2218,-1,1,1611
2218,2852,-1,1,1612
1919,2708,-1,1,1622
1919,2613,-1,1,1623
1223,2509,-1,1,1632
607,2267,-1,1,1639
2081,2267,-1,1,1639
942,2267,-1,1,1640
942,2972,-1,1,1641
757,2972,-1,1,1642
2972,3020,-1,1,1642
132,2702,-1,1,1647
2662,2702,-1,1,1647
2200,2371,-1,1,1650
443,2371,-1,1,1651
830,2489,-1,1,1654
713,2923,-1,1,1669
735,2923,-1,1,1670
548,735,-1,1,1671
671,715,-1,1,1674
671,1932,-1,1,1674
671,2320,-1,1,1674
715,2185,-1,1,1675
1932,2185,-1,1,1675
2185,2320,-1,1,1675
1642,2185,-1,1,1676
1066,1642,-1,1,1677
234,2458,-1,1,1698
1841,2458,-1,1,1698
2526,2532,-1,1,1704
273,2864,-1,1,1724
199,770,-1,1,1732
413,770,-1,1,1732
199,369,-1,1,1733
369,413,-1,1,1733
369,1265,-1,1,1734
895,1265,-1,1,1735
1265,2306,-1,1,1735
629,739,-1,1,1753
739,2520,-1,1,1753
127,2228,-1,1,1756
127,2499,-1,1,1756
127,2406,-1,1,1757
2258,2406,-1,1,1758
2090,2920,-1,1,1765
142,2920,-1,1,1766
2490,2920,-1,1,1766
2646,2920,-1,1,1766
286,2491,-1,1,1776
2491,2525,-1,1,1776
1925,2675,-1,1,1781
1436,3011,-1,1,1788
2262,2451,-1,1,1791
434,2008,-1,1,1800
1106,2008,-1,1,1801
2008,2308,-1,1,1801
159,2633,-1,1,1813
2045,2633,-1,1,1814
2294,2847,-1,1,1820
448,2257,-1,1,1830
344,618,-1,1,1834
280,1847,-1,1,1843
352,436,-1,1,1846
894,1855,-1,1,1849
198,592,-1,1,1854
592,1816,-1,1,1854
592,2453,-1,1,1855
389,2531,-1,1,1865
272,3039,-1,1,1868
1770,3039,-1,1,1869
1770,3081,-1,1,1870
2934,3081,-1,1,1871
465,547,-1,1,1878
465,1767,-1,1,1878
547,953,-1,1,1879
547,2911,-1,1,1879
953,1767,-1,1,1879
1767,2911,-1,1,1879
305,338,-1,1,1890
305,2071,-1,1,1891
782,2071,-1,1,1892
782,2530,-1,1,1893
782,2790,-1,1,1893
2530,2757,-1,1,1894
2757,2790,-1,1,1894
2322,2757,-1,1,1895
2577,2757,-1,1,1895
2089,2322,-1,1,1896
2089,2577,-1,1,1896
238,1733,-1,1,1903
498,1275,-1,1,1906
128,787,-1,1,1910
128,2365,-1,1,1910
1810,2524,-1,1,1948
1926,1991,-1,1,1952
203,468,-1,1,1959
1121,2150,-1,1,1965
1806,2150,-1,1,1965
176,2150,-1,1,1966
884,2932,-1,1,1988
1911,2932,-1,1,1988
155,2704,-1,1,1996
660,682,-1,1,2016
682,2687,-1,1,2016
2273,2344,-1,1,2050
519,2344,-1,1,2051
37,519,-1,1,2052
262,519,-1,1,2052
519,610,-1,1,2052
519,2505,-1,1,2052
37,224,-1,1,2053
224,262,-1,1,2053
224,610,-1,1,2053
224,2505,-1,1,2053
224,2203,-1,1,2054
1794,2921,-1,1,2060
1423,1629,-1,1,2064
2667,2791,-1,1,2069
1336,2977,-1,1,2079
393,1336,-1,1,2080
393,2792,-1,1,2081
640,2569,-1,1,2088
1157,2569,-1,1,2089
2569,2753,-1,1,2089
1157,1657,-1,1,2090
1157,2504,-1,1,2090
1657,2753,-1,1,2090
2504,2753,-1,1,2090
1657,2149,-1,1,2091
1657,2600,-1,1,2091
2149,2504,-1,1,2091
2504,2600,-1,1,2091
1771,2149,-1,1,2092
1771,2600,-1,1,2092
423,652,-1,1,2097
652,874,-1,1,2097
652,1071,-1,1,2097
652,911,-1,1,2098
1315,2928,-1,1,2108
1343,2518,-1,1,2114
1017,2518,-1,1,2115
563,1017,-1,1,2116
1017,1379,-1,1,2116
584,1023,-1,1,2127
1023,1757,-1,1,2127
1023,1825,-1,1,2127
1683,2580,-1,1,2142
1808,2905,-1,1,2147
435,728,-1,1,2159
710,2278,-1,1,2166
2635,2724,-1,1,2177
1798,3072,-1,1,2189
586,2334,-1,1,2224
854,2334,-1,1,2224
1860,2334,-1,1,2224
941,973,-1,1,2241
973,2282,-1,1,2241
433,973,-1,1,2242
426,1681,-1,1,2257
71,2483,-1,1,2266
71,2881,-1,1,2266
650,2483,-1,1,2266
650,2881,-1,1,2266
163,1247,-1,1,2269
1247,2625,-1,1,2269
1247,2764,-1,1,2269
1250,2394,-1,1,2272
1250,2674,-1,1,2272
2239,2394,-1,1,2272
2239,2674,-1,1,2272
162,2893,-1,1,2280
162,233,-1,1,2281
428,556,-1,1,2309
291,556,-1,1,2310
1584,3087,-1,1,2313
745,1969,-1,1,2316
1252,1969,-1,1,2316
745,2022,-1,1,2317
1252,2022,-1,1,2317
1224,2022,-1,1,2318
784,2223,-1,1,2326
1615,2223,-1,1,2326
1534,2223,-1,1,2327
302,1580,-1,1,2335
633,1580,-1,1,2336
169,633,-1,1,2337
534,1673,-1,1,2350
1699,2607,-1,1,2387
623,1128,-1,1,2398
1128,1955,-1,1,2398
386,1128,-1,1,2399
1073,1128,-1,1,2399
1625,2733,-1,1,2402
424,1129,-1,1,2409
424,1780,-1,1,2410
188,333,-1,1,2420
333,663,-1,1,2420
188,1809,-1,1,2421
188,2774,-1,1,2421
663,1809,-1,1,2421
663,2774,-1,1,2421
1714,3089,-1,1,2425
173,3089,-1,1,2426
359,935,-1,1,2429
290,1425,-1,1,2436
1425,2758,-1,1,2436
290,1712,-1,1,2437
1712,2758,-1,1,2437
360,2473,-1,1,2442
355,360,-1,1,2443
355,376,-1,1,2444
1736,2250,-1,1,2448
1645,2250,-1,1,2449
726,1797,-1,1,2464
1031,1715,-1,1,2472
1212,1715,-1,1,2473
313,447,-1,1,2481
447,2813,-1,1,2481
659,951,-1,1,2496
659,2565,-1,1,2497
482,2565,-1,1,2498
918,2424,-1,1,2505
2424,3008,-1,1,2505
232,2424,-1,1,2506
232,1742,-1,1,2507
1281,2448,-1,1,2511
1678,2448,-1,1,2511
497,2370,-1,1,2531
289,2370,-1,1,2532
328,438,-1,1,2539
210,1518,-1,1,2561
368,1518,-1,1,2561
189,210,-1,1,2562
189,368,-1,1,2562
210,406,-1,1,2562
210,1556,-1,1,2562
368,406,-1,1,2562
368,1556,-1,1,2562
189,2295,-1,1,2563
189,2323,-1,1,2563
406,2295,-1,1,2563
406,2323,-1,1,2563
1556,2295,-1,1,2563
1556,2323,-1,1,2563
780,2295,-1,1,2564
780,2323,-1,1,2564
780,1167,-1,1,2565
209,719,-1,1,2570
209,686,-1,1,2571
686,767,-1,1,2572
227,2442,-1,1,2605
2823,2936,-1,1,2608
445,2936,-1,1,2609
318,1306,-1,1,2687
416,1693,-1,1,2703
416,2347,-1,1,2703
775,1693,-1,1,2704
775,2347,-1,1,2704
666,690,-1,1,2722
259,882,-1,1,2731
516,2285,-1,1,2747
2285,2860,-1,1,2747
2285,2868,-1,1,2747
2155,3046,-1,1,2750
958,2521,-1,1,2754
1153,2521,-1,1,2754
1313,2521,-1,1,2754
564,2988,-1,1,2757
724,1737,-1,1,2771
712,1737,-1,1,2772
1658,2922,-1,1,2779
2281,2807,-1,1,2803
546,936,-1,1,2816
658,2423,-1,1,2827
304,954,-1,1,2839
954,2522,-1,1,2839
870,1277,-1,1,2844
599,1277,-1,1,2845
602,2279,-1,1,2855
602,3001,-1,1,2855
1294,2993,-1,1,2858
1294,1730,-1,1,2859
1294,2770,-1,1,2859
235,1239,-1,1,2867
1605,2783,-1,1,2870
115,839,-1,1,2891
216,839,-1,1,2891
1194,2714,-1,1,2935
484,1734,-1,1,2946
1723,1734,-1,1,2947
1723,2124,-1,1,2948
1950,3026,-1,1,2975
2883,3026,-1,1,2976
1209,2883,-1,1,2977
2883,2899,-1,1,2977
582,749,-1,1,2990
749,1114,-1,1,2990
749,1414,-1,1,2991
252,1414,-1,1,2992
678,815,-1,1,2997
1033,1587,-1,1,3046
1335,1585,-1,1,3052
357,2734,-1,1,3105
357,1832,-1,1,3106
778,1649,-1,1,3119
1628,1649,-1,1,3119
1324,2399,-1,1,3123
1115,2091,-1,1,3139
2091,2997,-1,1,3139
1700,2964,-1,1,3152
1753,2558,-1,1,3178
1273,1526,-1,1,3194
187,1740,-1,1,3233
215,655,-1,1,3236
215,949,-1,1,3236
908,1748,-1,1,3252
362,908,-1,1,3253
453,1691,-1,1,3268
1043,1146,-1,1,3284
1043,1764,-1,1,3284
1086,1146,-1,1,3284
1086,1764,-1,1,3284
1043,2054,-1,1,3285
1086,2054,-1,1,3285
1711,1739,-1,1,3302
1101,2740,-1,1,3332
1653,2443,-1,1,3389
2015,3004,-1,1,3406
165,2858,-1,1,3421
915,2858,-1,1,3421
1299,2858,-1,1,3421
2,2979,-1,1,3454
857,2979,-1,1,3454
1732,2800,-1,1,3490
381,1732,-1,1,3491
627,1732,-1,1,3491
1732,2369,-1,1,3491
381,1695,-1,1,3492
627,1695,-1,1,3492
1695,2369,-1,1,3492
373,1706,-1,1,3533
1706,2981,-1,1,3534
693,1619,-1,1,3537
1619,2469,-1,1,3538
1573,2741,-1,1,3550
1655,2741,-1,1,3550
1047,1652,-1,1,3555
523,1396,-1,1,3563
1547,1648,-1,1,3596
1648,2094,-1,1,3597
397,2094,-1,1,3598
392,2508,-1,1,3611
1154,2508,-1,1,3611
1370,1663,-1,1,3625
514,1663,-1,1,3626
723,2974,-1,1,3668
487,1156,-1,1,3793
487,2885,-1,1,3793
1156,2341,-1,1,3793
2341,2885,-1,1,3793
1156,1495,-1,1,3794
1495,2885,-1,1,3794
1284,2119,-1,1,3913
844,2225,-1,1,3941
667,1455,-1,1,3954
1455,1705,-1,1,3955
781,2696,-1,1,3960
2696,2772,-1,1,3961
2479,2913,-1,1,4014
1690,2828,-1,1,4024
1690,3036,-1,1,4025
427,981,-1,1,4091
981,1522,-1,1,4092
1656,2062,-1,1,4143
873,1166,-1,1,4165
878,1877,-1,1,4197
1746,1877,-1,1,4197
493,1877,-1,1,4198
1688,1877,-1,1,4198
493,1957,-1,1,4199
1688,1957,-1,1,4199
1523,2288,-1,1,4211
489,2240,-1,1,4250
691,1591,-1,1,4283
1304,1813,-1,1,4300
1337,2639,-1,1,4323
1674,2639,-1,1,4323
1549,1738,-1,1,4342
1738,2363,-1,1,4343
525,979,-1,1,4404
292,2272,-1,1,4448
337,1196,-1,1,4471
1196,2102,-1,1,4471
714,2134,-1,1,4492
2134,2231,-1,1,4492
459,1320,-1,1,4503
475,1179,-1,1,4507
1179,1661,-1,1,4507
580,2628,-1,1,4573
1184,1939,-1,1,4577
1125,1486,-1,1,4601
1178,2538,-1,1,4621
1446,1528,-1,1,4653
1446,1552,-1,1,4653
1446,2749,-1,1,4653
597,2492,-1,1,4664
1634,2025,-1,1,4668
1662,2204,-1,1,4672
1662,2439,-1,1,4672
709,1647,-1,1,4676
1579,2232,-1,1,4687
495,504,-1,1,4745
504,544,-1,1,4746
1506,3059,-1,1,4769
1915,3059,-1,1,4769
819,1506,-1,1,4770
819,1915,-1,1,4770
1540,1904,-1,1,4779
1538,2718,-1,1,4785
800,967,-1,1,4790
1891,2291,-1,1,4828
2078,2291,-1,1,4828
451,1992,-1,1,4841
725,1992,-1,1,4842
2889,3066,-1,1,4860
645,794,-1,1,4911
249,1651,-1,1,4985
1571,1651,-1,1,4985
1422,1801,-1,1,5107
1422,2198,-1,1,5108
2198,2849,-1,1,5109
2179,2787,-1,1,5189
1842,2557,-1,1,5236
2506,3031,-1,1,5264
697,1067,-1,1,5271
1465,1725,-1,1,5395
2073,2391,-1,1,5416
1473,1563,-1,1,5467
505,1415,-1,1,5484
2110,2678,-1,1,5639
469,2535,-1,1,6147
477,750,-1,1,6152
500,1758,-1,1,6640
896,1758,-1,1,6641
811,1007,-1,1,6769
452,821,-1,1,6772
1,1513,-1,1,6826
759,790,-1,1,6981
759,2331,-1,1,6981
550,2214,-1,1,7015
845,986,-1,1,7606
606,1453,-1,1,7871
1069,1382,-1,1,7888
1512,1516,-1,1,8046
1416,1499,-1,1,8225
1008,1053,-1,2,6
1041,1053,-1,2,6
1053,1168,-1,2,6
1053,1195,-1,2,6
1027,1204,-1,2,7
1037,1204,-1,2,7
1053,1318,-1,2,8
1027,1410,-1,2,9
1037,1410,-1,2,9
1318,1338,-1,2,10
1318,1529,-1,2,10
1318,1702,-1,2,10
1039,1531,-1,2,16
1145,1531,-1,2,16
1531,1532,-1,2,16
1710,2148,-1,2,22
1090,1442,-1,2,25
1038,1090,-1,2,27
1056,1090,-1,2,27
1090,1530,-1,2,27
1003,1207,-1,2,28
1003,1424,-1,2,28
1080,1207,-1,2,30
1080,1424,-1,2,30
937,1057,-1,2,36
937,1055,-1,2,38
937,2578,-1,2,38
531,952,-1,2,39
531,1311,-1,2,39
531,1460,-1,2,39
952,955,-1,2,39
952,2726,-1,2,39
955,1311,-1,2,39
955,1460,-1,2,39
1311,2726,-1,2,39
1460,2726,-1,2,39
1028,1055,-1,2,40
1028,2578,-1,2,40
1055,1943,-1,2,40
1943,2578,-1,2,40
531,970,-1,2,41
531,1198,-1,2,41
531,1235,-1,2,41
955,970,-1,2,41
955,1198,-1,2,41
955,1235,-1,2,41
970,2726,-1,2,41
1198,2726,-1,2,41
1235,2726,-1,2,41
1028,1097,-1,2,42
1028,1807,-1,2,42
1097,1943,-1,2,42
1807,1943,-1,2,42
1036,1097,-1,2,44
1036,1807,-1,2,44
1036,1403,-1,2,46
1024,1403,-1,2,48
1076,1403,-1,2,48
1263,1497,-1,2,49
1024,1312,-1,2,50
1076,1312,-1,2,50
1307,1497,-1,2,51
621,1312,-1,2,52
1307,1363,-1,2,53
1307,3045,-1,2,53
621,1261,-1,2,54
16,1363,-1,2,55
16,3045,-1,2,55
1264,1363,-1,2,55
1264,3045,-1,2,55
1025,1261,-1,2,56
1261,2093,-1,2,56
16,1262,-1,2,57
16,1314,-1,2,57
1262,1264,-1,2,57
1264,1314,-1,2,57
1025,1940,-1,2,58
1940,2093,-1,2,58
1262,1374,-1,2,59
1262,2002,-1,2,59
1262,2950,-1,2,59
1314,1374,-1,2,59
1314,2002,-1,2,59
1314,2950,-1,2,59
972,998,-1,2,64
972,1206,-1,2,64
972,2202,-1,2,64
972,3028,-1,2,64
998,1355,-1,2,64
1206,1355,-1,2,64
1355,2202,-1,2,64
1355,3028,-1,2,64
1000,2585,-1,2,65
1132,2585,-1,2,65
1137,2585,-1,2,65
1234,2585,-1,2,65
925,972,-1,2,66
925,1355,-1,2,66
972,2139,-1,2,66
972,2995,-1,2,66
1355,2139,-1,2,66
1355,2995,-1,2,66
380,925,-1,2,68
380,2139,-1,2,68
380,2995,-1,2,68
380,1613,-1,2,70
380,2252,-1,2,70
1105,1613,-1,2,72
1105,2252,-1,2,72
1122,1613,-1,2,72
1122,2252,-1,2,72
1105,2246,-1,2,74
1122,2246,-1,2,74
1131,3070,-1,2,75
1548,3070,-1,2,75
2196,3070,-1,2,75
1675,3070,-1,2,77
2712,3070,-1,2,77
641,1205,-1,2,82
641,1407,-1,2,82
641,2447,-1,2,82
1205,2497,-1,2,82
1407,2497,-1,2,82
2447,2497,-1,2,82
1059,1205,-1,2,84
1059,1407,-1,2,84
1059,2447,-1,2,84
1205,1834,-1,2,84
1407,1834,-1,2,84
1834,2447,-1,2,84
1199,1293,-1,2,87
1199,1401,-1,2,87
1226,1293,-1,2,87
1226,1401,-1,2,87
1293,2116,-1,2,87
1401,2116,-1,2,87
1199,2227,-1,2,89
1199,3073,-1,2,89
1226,2227,-1,2,89
1226,3073,-1,2,89
2116,2227,-1,2,89
2116,3073,-1,2,89
1141,2421,-1,2,90
1578,2421,-1,2,90
1005,2227,-1,2,91
1005,3073,-1,2,91
1141,1341,-1,2,92
1341,1578,-1,2,92
1186,1341,-1,2,94
1186,2147,-1,2,96
1186,2455,-1,2,96
992,2147,-1,2,98
992,2455,-1,2,98
1208,2147,-1,2,98
1208,2455,-1,2,98
992,2249,-1,2,100
1208,2249,-1,2,100
1611,2249,-1,2,102
642,1432,-1,2,103
932,1432,-1,2,103
993,1432,-1,2,103
1202,1432,-1,2,103
1432,1539,-1,2,103
1432,2656,-1,2,103
1192,1611,-1,2,104
1611,2527,-1,2,104
1088,1432,-1,2,105
1432,1760,-1,2,105
1432,2441,-1,2,105
324,1088,-1,2,107
324,1760,-1,2,107
324,2441,-1,2,107
1088,1182,-1,2,107
1088,1269,-1,2,107
1088,2958,-1,2,107
1182,1760,-1,2,107
1182,2441,-1,2,107
1269,1760,-1,2,107
1269,2441,-1,2,107
1760,2958,-1,2,107
2441,2958,-1,2,107
1383,1909,-1,2,110
1583,1909,-1,2,112
1583,1660,-1,2,114
1660,2244,-1,2,116
1660,2963,-1,2,116
968,1670,-1,2,117
