i,j,distance,min,max
925,1137,-1,1,66
925,1234,-1,1,66
1000,2139,-1,1,66
1000,2995,-1,1,66
1132,2139,-1,1,66
1132,2995,-1,1,66
1137,2139,-1,1,66
1137,2995,-1,1,66
1234,2139,-1,1,66
1234,2995,-1,1,66
1105,1131,-1,1,73
1105,1548,-1,1,73
1105,2196,-1,1,73
1122,1131,-1,1,73
1122,1548,-1,1,73
1122,2196,-1,1,73
1131,2246,-1,1,74
1548,2246,-1,1,74
2196,2246,-1,1,74
2246,3070,-1,1,75
641,956,-1,1,81
641,1639,-1,1,81
956,2497,-1,1,81
1639,2497,-1,1,81
956,1205,-1,1,82
956,1407,-1,1,82
956,2447,-1,1,82
1205,1639,-1,1,82
1407,1639,-1,1,82
1639,2447,-1,1,82
1059,1293,-1,1,85
1059,1401,-1,1,85
1293,1834,-1,1,85
1401,1834,-1,1,85
1199,2421,-1,1,88
1226,2421,-1,1,88
2116,2421,-1,1,88
2227,2421,-1,1,89
2421,3073,-1,1,89
1141,2227,-1,1,90
1141,3073,-1,1,90
1578,2227,-1,1,90
1578,3073,-1,1,90
1005,1141,-1,1,91
1005,1578,-1,1,91
1005,1341,-1,1,92
1186,1974,-1,1,95
1974,2147,-1,1,96
1974,2455,-1,1,96
642,2249,-1,1,101
932,2249,-1,1,101
993,2249,-1,1,101
1202,2249,-1,1,101
1539,2249,-1,1,101
2249,2656,-1,1,101
642,1611,-1,1,102
932,1611,-1,1,102
993,1611,-1,1,102
1202,1611,-1,1,102
1539,1611,-1,1,102
1611,2656,-1,1,102
1432,1611,-1,1,103
1192,1432,-1,1,104
1432,2527,-1,1,104
1088,1192,-1,1,105
1088,2527,-1,1,105
1192,1760,-1,1,105
1192,2441,-1,1,105
1760,2527,-1,1,105
2441,2527,-1,1,105
324,1383,-1,1,108
1182,1383,-1,1,108
1269,1383,-1,1,108
1383,2958,-1,1,108
1909,2302,-1,1,111
1583,2302,-1,1,112
968,1660,-1,1,115
1048,1660,-1,1,115
1660,2706,-1,1,115
968,2244,-1,1,116
968,2963,-1,1,116
1048,2244,-1,1,116
1048,2963,-1,1,116
2244,2706,-1,1,116
2706,2963,-1,1,116
1670,2244,-1,1,117
1670,2963,-1,1,117
1670,1908,-1,1,118
1670,2016,-1,1,118
1670,2180,-1,1,118
1631,1908,-1,1,119
1631,2016,-1,1,119
1631,2180,-1,1,119
1908,2064,-1,1,119
1908,2848,-1,1,119
2016,2064,-1,1,119
2016,2848,-1,1,119
2064,2180,-1,1,119
2180,2848,-1,1,119
1631,2843,-1,1,120
2064,2843,-1,1,120
2843,2848,-1,1,120
1597,2843,-1,1,121
983,1597,-1,1,122
983,1070,-1,1,123
983,1282,-1,1,123
983,1553,-1,1,123
983,2989,-1,1,123
1070,1276,-1,1,124
1276,1282,-1,1,124
1276,1553,-1,1,124
1276,2989,-1,1,124
1175,1420,-1,1,129
1175,1644,-1,1,129
1175,1960,-1,1,129
1175,2122,-1,1,129
962,1175,-1,1,130
962,1174,-1,1,131
999,1174,-1,1,132
1174,1248,-1,1,132
1174,2402,-1,1,132
999,1381,-1,1,133
1248,1381,-1,1,133
1381,2402,-1,1,133
106,1381,-1,1,134
1381,1993,-1,1,134
106,110,-1,1,135
110,1993,-1,1,135
110,1006,-1,1,136
1006,1298,-1,1,137
1006,2321,-1,1,137
590,2825,-1,1,140
1030,2825,-1,1,140
2721,2825,-1,1,140
590,1812,-1,1,141
590,1863,-1,1,141
1030,1812,-1,1,141
1030,1863,-1,1,141
1812,2721,-1,1,141
1863,2721,-1,1,141
1158,1812,-1,1,142
1158,1863,-1,1,142
1011,1633,-1,1,146
1011,2670,-1,1,146
1259,1633,-1,1,146
1259,2670,-1,1,146
1633,2537,-1,1,146
2537,2670,-1,1,146
1633,1882,-1,1,147
1882,2670,-1,1,147
1015,1882,-1,1,148
1183,1882,-1,1,148
1882,2851,-1,1,148
1015,1243,-1,1,149
1015,1515,-1,1,149
1183,1243,-1,1,149
1183,1515,-1,1,149
1243,2851,-1,1,149
1515,2851,-1,1,149
1243,2622,-1,1,150
1243,2937,-1,1,150
1243,3063,-1,1,150
1515,2622,-1,1,150
1515,2937,-1,1,150
1515,3063,-1,1,150
2622,2691,-1,1,151
2691,2937,-1,1,151
2691,3063,-1,1,151
1643,2375,-1,1,154
528,1643,-1,1,155
1643,2123,-1,1,155
528,2895,-1,1,156
2123,2895,-1,1,156
1947,2663,-1,1,159
1947,2801,-1,1,159
1267,2663,-1,1,160
1267,2801,-1,1,160
1964,2663,-1,1,160
1964,2801,-1,1,160
1267,1440,-1,1,161
1440,1964,-1,1,161
1387,1440,-1,1,162
1387,2829,-1,1,163
1550,2829,-1,1,164
1550,2053,-1,1,165
1550,2286,-1,1,165
1550,2390,-1,1,165
1876,2053,-1,1,166
1876,2286,-1,1,166
1876,2390,-1,1,166
2053,2412,-1,1,166
2286,2412,-1,1,166
2390,2412,-1,1,166
1134,1136,-1,1,169
1134,1977,-1,1,169
1134,2429,-1,1,169
1136,1766,-1,1,169
1136,2173,-1,1,169
1766,1977,-1,1,169
1766,2429,-1,1,169
1977,2173,-1,1,169
2173,2429,-1,1,169
948,1134,-1,1,170
948,1766,-1,1,170
948,2173,-1,1,170
1134,2879,-1,1,170
1766,2879,-1,1,170
2173,2879,-1,1,170
948,1721,-1,1,171
1721,2879,-1,1,171
869,1721,-1,1,172
1190,1945,-1,1,175
1190,2722,-1,1,175
1945,2413,-1,1,176
2413,2722,-1,1,176
2413,2433,-1,1,177
2413,3025,-1,1,177
2047,2433,-1,1,178
2047,3025,-1,1,178
2433,2984,-1,1,178
2984,3025,-1,1,178
2047,3047,-1,1,179
2984,3047,-1,1,179
1669,3047,-1,1,180
1669,1918,-1,1,181
1669,2301,-1,1,181
300,1918,-1,1,182
300,2301,-1,1,182
1918,2945,-1,1,182
2301,2945,-1,1,182
300,1638,-1,1,183
1638,2945,-1,1,183
99,1638,-1,1,184
1079,1638,-1,1,184
1638,1886,-1,1,184
1638,2052,-1,1,184
99,3021,-1,1,185
1079,3021,-1,1,185
1886,3021,-1,1,185
2052,3021,-1,1,185
1162,3021,-1,1,186
1406,3021,-1,1,186
2470,3021,-1,1,186
1162,2177,-1,1,187
1162,2247,-1,1,187
1162,2378,-1,1,187
1406,2177,-1,1,187
1406,2247,-1,1,187
1406,2378,-1,1,187
2177,2470,-1,1,187
2247,2470,-1,1,187
2378,2470,-1,1,187
2165,2177,-1,1,188
2165,2247,-1,1,188
2165,2378,-1,1,188
1503,2165,-1,1,189
1752,2165,-1,1,189
1783,2021,-1,1,192
1040,1599,-1,1,197
1054,1599,-1,1,197
323,1040,-1,1,198
323,1054,-1,1,198
323,1774,-1,1,199
323,3005,-1,1,199
1774,2024,-1,1,200
2024,3005,-1,1,200
1098,2024,-1,1,201
2024,2593,-1,1,201
994,1098,-1,1,202
994,2593,-1,1,202
1098,1191,-1,1,202
1098,1840,-1,1,202
1191,2593,-1,1,202
1840,2593,-1,1,202
994,1595,-1,1,203
994,2210,-1,1,203
994,2349,-1,1,203
1191,1595,-1,1,203
1191,2210,-1,1,203
1191,2349,-1,1,203
1595,1840,-1,1,203
1840,2210,-1,1,203
1840,2349,-1,1,203
1144,2235,-1,1,207
1144,2835,-1,1,207
1928,2235,-1,1,207
1928,2835,-1,1,207
1061,3019,-1,1,212
2906,3019,-1,1,212
24,112,-1,1,216
24,995,-1,1,216
24,1524,-1,1,216
24,1869,-1,1,216
112,2343,-1,1,217
995,2343,-1,1,217
1524,2343,-1,1,217
1869,2343,-1,1,217
1173,2735,-1,1,220
1799,2735,-1,1,220
1111,1173,-1,1,221
1111,1799,-1,1,221
1111,1391,-1,1,222
1391,2570,-1,1,223
1988,3003,-1,1,228
2515,3003,-1,1,228
2523,3003,-1,1,228
113,3003,-1,1,229
113,1745,-1,1,230
77,1745,-1,1,231
1745,2597,-1,1,231
77,2175,-1,1,232
2175,2597,-1,1,232
1013,2175,-1,1,233
1013,1698,-1,1,234
934,1698,-1,1,235
1698,2027,-1,1,235
934,1062,-1,1,236
934,1099,-1,1,236
934,1143,-1,1,236
934,1881,-1,1,236
1062,2027,-1,1,236
1099,2027,-1,1,236
1143,2027,-1,1,236
1881,2027,-1,1,236
1058,1062,-1,1,237
1058,1099,-1,1,237
1058,1143,-1,1,237
1058,1881,-1,1,237
1062,2481,-1,1,237
1099,2481,-1,1,237
1143,2481,-1,1,237
1881,2481,-1,1,237
1058,1328,-1,1,238
1328,2481,-1,1,238
1203,2919,-1,1,244
1203,1975,-1,1,245
145,2707,-1,1,251
1155,2707,-1,1,251
1722,2707,-1,1,251
2435,2707,-1,1,251
145,1213,-1,1,252
1155,1213,-1,1,252
1213,1722,-1,1,252
1213,2435,-1,1,252
991,1213,-1,1,253
53,991,-1,1,254
991,1949,-1,1,254
959,2389,-1,1,259
2192,2389,-1,1,259
1002,2389,-1,1,260
1063,2389,-1,1,260
2146,2389,-1,1,260
2389,2890,-1,1,260
1002,2636,-1,1,261
1063,2636,-1,1,261
2146,2636,-1,1,261
2636,2890,-1,1,261
2554,2636,-1,1,262
2163,2554,-1,1,263
1083,2163,-1,1,264
1792,2163,-1,1,264
2163,2985,-1,1,264
1083,1418,-1,1,265
1083,2822,-1,1,265
1418,1792,-1,1,265
1418,2985,-1,1,265
1792,2822,-1,1,265
2822,2985,-1,1,265
1133,2661,-1,1,270
1536,2661,-1,1,270
698,1133,-1,1,271
698,1536,-1,1,271
1072,1133,-1,1,271
1072,1536,-1,1,271
698,996,-1,1,272
698,1854,-1,1,272
698,2181,-1,1,272
698,2238,-1,1,272
996,1072,-1,1,272
1072,1854,-1,1,272
1072,2181,-1,1,272
1072,2238,-1,1,272
1065,2154,-1,1,285
1228,2154,-1,1,285
1065,1244,-1,1,286
1065,1327,-1,1,286
1065,1392,-1,1,286
1065,2794,-1,1,286
1228,1244,-1,1,286
1228,1327,-1,1,286
1228,1392,-1,1,286
1228,2794,-1,1,286
1149,1244,-1,1,287
1149,1327,-1,1,287
1149,1392,-1,1,287
1149,2794,-1,1,287
1244,2266,-1,1,287
1244,2355,-1,1,287
1327,2266,-1,1,287
1327,2355,-1,1,287
1392,2266,-1,1,287
1392,2355,-1,1,287
2266,2794,-1,1,287
2355,2794,-1,1,287
1149,1357,-1,1,288
1149,2563,-1,1,288
1357,2266,-1,1,288
1357,2355,-1,1,288
2266,2563,-1,1,288
2355,2563,-1,1,288
86,1022,-1,1,291
86,2103,-1,1,291
1022,1826,-1,1,291
1826,2103,-1,1,291
86,2009,-1,1,292
1826,2009,-1,1,292
2009,2742,-1,1,293
1790,2742,-1,1,294
1197,1790,-1,1,295
1197,2309,-1,1,296
1197,2392,-1,1,296
85,2315,-1,1,302
1707,2315,-1,1,302
35,336,-1,1,305
35,2380,-1,1,305
336,2174,-1,1,305
336,2255,-1,1,305
2174,2380,-1,1,305
2255,2380,-1,1,305
35,1296,-1,1,306
35,2902,-1,1,306
1296,2174,-1,1,306
1296,2255,-1,1,306
2174,2902,-1,1,306
2255,2902,-1,1,306
97,1905,-1,1,309
97,2703,-1,1,309
30,339,-1,1,312
30,1221,-1,1,312
30,1339,-1,1,312
309,366,-1,1,315
309,924,-1,1,315
309,1216,-1,1,315
309,2673,-1,1,315
1068,2684,-1,1,326
93,1068,-1,1,327
1068,1831,-1,1,327
1068,2312,-1,1,327
93,3016,-1,1,328
1831,3016,-1,1,328
2312,3016,-1,1,328
1953,2304,-1,1,331
2304,2671,-1,1,332
1151,2671,-1,1,333
2106,2671,-1,1,333
1865,2901,-1,1,339
1899,2901,-1,1,339
1217,2968,-1,1,344
2720,2968,-1,1,345
1973,2720,-1,1,346
1010,1890,-1,1,349
1159,1890,-1,1,349
1890,2686,-1,1,349
1823,1910,-1,1,352
1823,2096,-1,1,352
419,740,-1,1,358
419,2191,-1,1,358
419,2926,-1,1,358
740,2079,-1,1,358
2079,2191,-1,1,358
2079,2926,-1,1,358
419,971,-1,1,359
419,1819,-1,1,359
971,2079,-1,1,359
1819,2079,-1,1,359
971,1147,-1,1,360
971,1308,-1,1,360
971,1853,-1,1,360
971,2001,-1,1,360
1147,1819,-1,1,360
1308,1819,-1,1,360
1819,1853,-1,1,360
1819,2001,-1,1,360
938,1147,-1,1,361
938,1308,-1,1,361
938,1853,-1,1,361
938,2001,-1,1,361
984,1147,-1,1,361
984,1308,-1,1,361
984,1853,-1,1,361
984,2001,-1,1,361
1147,2676,-1,1,361
1308,2676,-1,1,361
1853,2676,-1,1,361
2001,2676,-1,1,361
94,938,-1,1,362
94,984,-1,1,362
94,2676,-1,1,362
938,2337,-1,1,362
984,2337,-1,1,362
2337,2676,-1,1,362
87,94,-1,1,363
87,2337,-1,1,363
94,129,-1,1,363
94,2160,-1,1,363
94,2425,-1,1,363
94,3053,-1,1,363
129,2337,-1,1,363
2160,2337,-1,1,363
2337,2425,-1,1,363
2337,3053,-1,1,363
552,1719,-1,1,368
1719,2144,-1,1,368
1622,1719,-1,1,369
1719,2836,-1,1,369
1622,2126,-1,1,370
1622,2710,-1,1,370
2126,2836,-1,1,370
2710,2836,-1,1,370
1021,2126,-1,1,371
1021,2710,-1,1,371
1870,2126,-1,1,371
1870,2710,-1,1,371
1021,1200,-1,1,372
1021,3012,-1,1,372
1021,3048,-1,1,372
1200,1870,-1,1,372
1870,3012,-1,1,372
1870,3048,-1,1,372
1200,1325,-1,1,373
1200,2132,-1,1,373
1325,3012,-1,1,373
1325,3048,-1,1,373
2132,3012,-1,1,373
2132,3048,-1,1,373
179,1325,-1,1,374
179,2132,-1,1,374
1325,1852,-1,1,374
1325,2152,-1,1,374
1325,2679,-1,1,374
1852,2132,-1,1,374
2132,2152,-1,1,374
2132,2679,-1,1,374
50,2063,-1,1,379
50,2114,-1,1,379
50,3055,-1,1,379
1400,2063,-1,1,379
1400,2114,-1,1,379
1400,3055,-1,1,379
1885,2837,-1,1,384
488,1885,-1,1,385
791,1885,-1,1,385
1885,2386,-1,1,385
1885,2924,-1,1,385
488,1902,-1,1,386
791,1902,-1,1,386
1902,2386,-1,1,386
1902,2924,-1,1,386
1902,2450,-1,1,387
45,2230,-1,1,390
45,1417,-1,1,391
45,3065,-1,1,391
1417,2353,-1,1,392
1417,2759,-1,1,392
2353,3065,-1,1,392
2759,3065,-1,1,392
2031,2057,-1,1,402
2031,2630,-1,1,402
1828,2057,-1,1,403
1828,2630,-1,1,403
98,1828,-1,1,404
420,1828,-1,1,404
1828,2017,-1,1,404
66,1970,-1,1,407
1272,1970,-1,1,407
1970,2143,-1,1,407
1970,2417,-1,1,408
1249,2417,-1,1,409
2417,2561,-1,1,409
2417,2917,-1,1,409
1249,1288,-1,1,410
1249,2065,-1,1,410
1288,2561,-1,1,410
1288,2917,-1,1,410
2065,2561,-1,1,410
2065,2917,-1,1,410
1029,1288,-1,1,411
1029,2065,-1,1,411
40,1029,-1,1,412
1029,2440,-1,1,412
40,154,-1,1,413
154,2440,-1,1,413
154,1302,-1,1,414
154,1488,-1,1,414
1302,1358,-1,1,415
1358,1488,-1,1,415
1120,1358,-1,1,416
1358,2172,-1,1,416
1120,1956,-1,1,417
1956,2172,-1,1,417
1610,1956,-1,1,418
28,2657,-1,1,423
2657,3067,-1,1,423
28,526,-1,1,424
28,3064,-1,1,424
526,3067,-1,1,424
3064,3067,-1,1,424
526,1903,-1,1,425
526,2074,-1,1,425
526,2781,-1,1,425
1903,3064,-1,1,425
2074,3064,-1,1,425
2781,3064,-1,1,425
1903,2245,-1,1,426
2074,2245,-1,1,426
2245,2781,-1,1,426
1220,2789,-1,1,434
2462,2789,-1,1,434
1220,1835,-1,1,435
1220,2472,-1,1,435
1835,2462,-1,1,435
2462,2472,-1,1,435
1016,1375,-1,1,440
513,1016,-1,1,441
1016,3051,-1,1,441
513,2305,-1,1,442
2305,3051,-1,1,442
1042,2305,-1,1,443
1135,2305,-1,1,443
101,2967,-1,1,446
2830,2967,-1,1,446
2649,2967,-1,1,447
91,2649,-1,1,448
91,2853,-1,1,449
1126,2853,-1,1,450
1089,1126,-1,1,451
1126,2650,-1,1,451
961,1089,-1,1,452
961,2650,-1,1,452
595,961,-1,1,453
961,1402,-1,1,453
322,2351,-1,1,460
322,479,-1,1,461
322,480,-1,1,461
322,2005,-1,1,461
479,997,-1,1,462
479,2199,-1,1,462
480,997,-1,1,462
480,2199,-1,1,462
997,2005,-1,1,462
2005,2199,-1,1,462
104,997,-1,1,463
104,2199,-1,1,463
997,1340,-1,1,463
997,1352,-1,1,463
997,1367,-1,1,463
997,2961,-1,1,463
1340,2199,-1,1,463
1352,2199,-1,1,463
1367,2199,-1,1,463
2199,2961,-1,1,463
2350,2683,-1,1,466
2683,2996,-1,1,466
876,2683,-1,1,467
2313,2683,-1,1,467
876,1893,-1,1,468
1893,2313,-1,1,468
1872,1893,-1,1,469
1893,2953,-1,1,469
1107,1872,-1,1,470
1107,2953,-1,1,470
1107,1868,-1,1,471
75,1868,-1,1,472
63,175,-1,1,479
63,1889,-1,1,479
83,175,-1,1,479
83,1889,-1,1,479
14,63,-1,1,480
14,83,-1,1,480
63,2581,-1,1,480
83,2581,-1,1,480
2695,2887,-1,1,486
2695,2999,-1,1,486
130,2084,-1,1,490
130,2713,-1,1,490
61,2084,-1,1,491
61,2713,-1,1,491
1555,2084,-1,1,491
1555,2713,-1,1,491
2084,2361,-1,1,491
2361,2713,-1,1,491
61,929,-1,1,492
61,2382,-1,1,492
61,3075,-1,1,492
929,1555,-1,1,492
929,2361,-1,1,492
1555,2382,-1,1,492
1555,3075,-1,1,492
2361,2382,-1,1,492
2361,3075,-1,1,492
929,2867,-1,1,493
2382,2867,-1,1,493
2867,3075,-1,1,493
256,2176,-1,1,496
1181,2176,-1,1,496
2176,2631,-1,1,496
1901,2938,-1,1,501
1366,2761,-1,1,512
2418,2761,-1,1,512
969,1366,-1,1,513
969,2418,-1,1,513
1050,1366,-1,1,513
1050,2418,-1,1,513
1366,2118,-1,1,513
2118,2418,-1,1,513
120,398,-1,1,516
117,3007,-1,1,523
2049,3007,-1,1,523
2358,3007,-1,1,523
2533,3007,-1,1,524
891,1161,-1,1,530
891,1671,-1,1,530
891,2464,-1,1,530
891,2474,-1,1,530
1161,2694,-1,1,530
1671,2694,-1,1,530
2464,2694,-1,1,530
2474,2694,-1,1,530
891,1351,-1,1,531
1351,2694,-1,1,531
499,1351,-1,1,532
499,1590,-1,1,533
80,1875,-1,1,536
1875,2863,-1,1,537
1820,2863,-1,1,538
81,1533,-1,1,541
81,1594,-1,1,541
81,3086,-1,1,541
1533,2627,-1,1,541
1594,2627,-1,1,541
2627,3086,-1,1,541
237,1533,-1,1,542
237,1594,-1,1,542
237,3086,-1,1,542
56,2653,-1,1,545
1844,2653,-1,1,545
975,2653,-1,1,546
2012,2653,-1,1,546
975,1171,-1,1,547
975,2689,-1,1,547
975,2872,-1,1,547
1171,2012,-1,1,547
2012,2689,-1,1,547
2012,2872,-1,1,547
39,522,-1,1,552
55,522,-1,1,552
67,522,-1,1,552
522,2495,-1,1,552
4,920,-1,1,557
4,2484,-1,1,557
920,985,-1,1,557
920,1113,-1,1,557
985,2484,-1,1,557
1113,2484,-1,1,557
138,3010,-1,1,560
276,3010,-1,1,560
944,1274,-1,1,567
260,1274,-1,1,568
1274,2730,-1,1,568
378,2233,-1,1,573
378,2253,-1,1,573
378,2898,-1,1,573
1218,2975,-1,1,584
2544,2975,-1,1,584
2975,3077,-1,1,584
96,1218,-1,1,585
96,2544,-1,1,585
96,3077,-1,1,585
476,1218,-1,1,585
476,2544,-1,1,585
476,3077,-1,1,585
96,151,-1,1,586
96,1713,-1,1,586
96,2299,-1,1,586
151,476,-1,1,586
476,1713,-1,1,586
476,2299,-1,1,586
7,1704,-1,1,589
865,1741,-1,1,592
865,2405,-1,1,592
865,2545,-1,1,593
206,2545,-1,1,594
2329,2545,-1,1,594
2477,2545,-1,1,594
206,301,-1,1,595
301,2329,-1,1,595
301,2477,-1,1,595
301,2137,-1,1,596
1095,2137,-1,1,597
1124,2137,-1,1,597
1095,2548,-1,1,598
1124,2548,-1,1,598
1316,1874,-1,1,601
2385,2969,-1,1,604
1014,1084,-1,1,608
1014,2746,-1,1,608
977,2018,-1,1,612
977,1961,-1,1,613
10,1961,-1,1,614
248,1961,-1,1,614
1035,1961,-1,1,614
10,19,-1,1,615
10,2037,-1,1,615
19,248,-1,1,615
19,1035,-1,1,615
248,2037,-1,1,615
1035,2037,-1,1,615
19,36,-1,1,616
19,2680,-1,1,616
36,2037,-1,1,616
2037,2680,-1,1,616
36,2293,-1,1,617
36,2536,-1,1,617
2293,2680,-1,1,617
2536,2680,-1,1,617
27,2293,-1,1,618
27,2536,-1,1,618
1784,2293,-1,1,618
1784,2536,-1,1,618
2080,2293,-1,1,618
2080,2536,-1,1,618
27,2221,-1,1,619
1784,2221,-1,1,619
2080,2221,-1,1,619
195,395,-1,1,631
395,605,-1,1,631
395,2166,-1,1,632
89,2166,-1,1,633
89,2729,-1,1,634
89,2983,-1,1,634
2384,2729,-1,1,635
2384,2983,-1,1,635
69,2384,-1,1,636
1394,2748,-1,1,639
72,2748,-1,1,640
319,2748,-1,1,640
1867,2748,-1,1,640
2099,2748,-1,1,640
72,898,-1,1,641
319,898,-1,1,641
898,1867,-1,1,641
898,2099,-1,1,641
2263,2550,-1,1,644
2550,2590,-1,1,644
1938,2263,-1,1,645
1938,2590,-1,1,645
2241,2263,-1,1,645
2241,2590,-1,1,645
1938,2540,-1,1,646
2241,2540,-1,1,646
1380,2629,-1,1,655
2188,2629,-1,1,655
1380,1898,-1,1,656
1380,3057,-1,1,656
1898,2188,-1,1,656
2188,3057,-1,1,656
481,2634,-1,1,659
481,2672,-1,1,659
1172,2634,-1,1,660
1172,2672,-1,1,660
1172,2553,-1,1,661
147,2553,-1,1,662
147,2990,-1,1,663
1246,2555,-1,1,667
1246,2647,-1,1,667
1246,3076,-1,1,667
2555,2614,-1,1,667
2614,2647,-1,1,667
2614,3076,-1,1,667
766,1897,-1,1,675
2415,2736,-1,1,678
418,3037,-1,1,682
418,3054,-1,1,683
108,3054,-1,1,684
2108,3054,-1,1,684
3054,3068,-1,1,684
108,647,-1,1,685
108,2381,-1,1,685
647,2108,-1,1,685
647,3068,-1,1,685
2108,2381,-1,1,685
2381,3068,-1,1,685
647,2067,-1,1,686
2067,2381,-1,1,686
3,1009,-1,1,689
148,1009,-1,1,689
1009,2842,-1,1,689
1009,2476,-1,1,690
799,2476,-1,1,691
1018,2060,-1,1,694
2060,2882,-1,1,695
644,2882,-1,1,696
2641,2665,-1,1,708
121,2248,-1,1,714
121,2731,-1,1,714
121,2773,-1,1,714
2136,2248,-1,1,714
2136,2731,-1,1,714
2136,2773,-1,1,714
76,121,-1,1,715
76,2136,-1,1,715
121,957,-1,1,715
957,2136,-1,1,715
76,1445,-1,1,716
76,2608,-1,1,716
957,1445,-1,1,716
957,2608,-1,1,716
982,1445,-1,1,717
982,2608,-1,1,717
1445,2599,-1,1,717
2599,2608,-1,1,717
68,82,-1,1,720
49,82,-1,1,721
205,2290,-1,1,734
2290,2621,-1,1,734
205,2129,-1,1,735
205,2276,-1,1,735
2129,2621,-1,1,735
2276,2621,-1,1,735
60,2129,-1,1,736
60,2276,-1,1,736
60,2145,-1,1,737
25,3006,-1,1,751
890,3006,-1,1,751
25,1850,-1,1,752
25,1892,-1,1,752
890,1850,-1,1,752
890,1892,-1,1,752
1850,2546,-1,1,753
1892,2546,-1,1,753
950,1935,-1,1,759
326,950,-1,1,760
269,430,-1,1,763
269,1754,-1,1,763
269,3049,-1,1,763
430,1237,-1,1,763
1237,1754,-1,1,763
1237,3049,-1,1,763
269,2619,-1,1,764
1237,2619,-1,1,764
634,2619,-1,1,765
634,2243,-1,1,766
634,2567,-1,1,766
185,2243,-1,1,767
185,2567,-1,1,767
185,245,-1,1,768
185,2050,-1,1,768
245,399,-1,1,769
399,2050,-1,1,769
399,1786,-1,1,770
74,1786,-1,1,771
1786,2891,-1,1,771
335,1838,-1,1,777
335,2606,-1,1,777
1814,1838,-1,1,777
1814,2606,-1,1,777
1838,2826,-1,1,778
2606,2826,-1,1,778
348,2826,-1,1,779
348,933,-1,1,780
769,933,-1,1,781
933,2039,-1,1,781
933,2178,-1,1,781
608,769,-1,1,782
608,2039,-1,1,782
608,2178,-1,1,782
608,756,-1,1,783
342,756,-1,1,784
756,1981,-1,1,784
5,1848,-1,1,787
1848,2020,-1,1,787
1848,2771,-1,1,787
5,727,-1,1,788
5,2682,-1,1,788
727,2020,-1,1,788
727,2771,-1,1,788
2020,2682,-1,1,788
2682,2771,-1,1,788
1830,1923,-1,1,793
1923,2374,-1,1,793
1923,3000,-1,1,793
1846,1923,-1,1,794
1923,3027,-1,1,794
363,1846,-1,1,795
363,3027,-1,1,795
1846,2006,-1,1,795
2006,3027,-1,1,795
363,1257,-1,1,796
1257,2006,-1,1,796
1257,2971,-1,1,797
1907,2971,-1,1,798
1755,1907,-1,1,799
296,1755,-1,1,800
281,2723,-1,1,803
281,2795,-1,1,803
1201,2723,-1,1,803
1201,2795,-1,1,803
2723,2832,-1,1,803
2795,2832,-1,1,803
204,213,-1,1,810
204,2083,-1,1,810
213,2061,-1,1,810
2061,2083,-1,1,810
213,222,-1,1,811
213,1998,-1,1,811
213,2345,-1,1,811
213,3061,-1,1,811
222,2083,-1,1,811
1998,2083,-1,1,811
2083,2345,-1,1,811
2083,3061,-1,1,811
222,2170,-1,1,812
1998,2170,-1,1,812
2170,2345,-1,1,812
2170,3061,-1,1,812
2013,2411,-1,1,815
116,2411,-1,1,816
2411,2952,-1,1,816
116,361,-1,1,817
116,1980,-1,1,817
361,2952,-1,1,817
1980,2952,-1,1,817
361,1350,-1,1,818
1350,1980,-1,1,818
180,379,-1,1,826
1283,2612,-1,1,829
266,2612,-1,1,830
2566,2612,-1,1,830
266,2125,-1,1,831
266,2594,-1,1,831
2125,2566,-1,1,831
2566,2594,-1,1,831
100,2125,-1,1,832
100,2594,-1,1,832
48,100,-1,1,833
100,2030,-1,1,833
100,2372,-1,1,833
48,670,-1,1,834
48,2396,-1,1,834
670,2030,-1,1,834
670,2372,-1,1,834
2030,2396,-1,1,834
2372,2396,-1,1,834
350,1148,-1,1,839
350,2617,-1,1,840
1371,1708,-1,1,843
1371,1896,-1,1,844
1371,1995,-1,1,844
1371,2778,-1,1,844
122,1896,-1,1,845
122,1995,-1,1,845
122,2778,-1,1,845
156,483,-1,1,848
483,1110,-1,1,848
114,156,-1,1,849
114,1110,-1,1,849
156,2414,-1,1,849
1110,2414,-1,1,849
241,1020,-1,1,852
241,2068,-1,1,852
23,656,-1,1,861
23,2699,-1,1,861
656,1193,-1,1,861
656,1433,-1,1,861
1193,2699,-1,1,861
1433,2699,-1,1,861
656,2737,-1,1,862
2699,2737,-1,1,862
1962,2737,-1,1,863
1962,2897,-1,1,864
2534,2897,-1,1,865
2328,2420,-1,1,868
1782,2328,-1,1,869
46,1782,-1,1,870
1782,2032,-1,1,870
46,1948,-1,1,871
46,2591,-1,1,871
1948,2032,-1,1,871
2032,2591,-1,1,871
13,1873,-1,1,885
70,1873,-1,1,885
118,1873,-1,1,885
1873,2542,-1,1,886
1873,2604,-1,1,886
405,2871,-1,1,896
405,2915,-1,1,896
2360,2871,-1,1,896
2360,2915,-1,1,896
2869,2871,-1,1,896
2869,2915,-1,1,896
79,1094,-1,1,905
1094,1921,-1,1,905
706,1094,-1,1,906
943,1094,-1,1,906
576,2775,-1,1,912
1913,2775,-1,1,912
1019,2434,-1,1,915
1511,2434,-1,1,915
2434,2461,-1,1,915
404,2373,-1,1,918
170,1398,-1,1,925
822,1398,-1,1,925
1398,2000,-1,1,925
1310,2894,-1,1,928
454,762,-1,1,938
