i,j,distance,min,max
351,2897,-1,26763,27627
351,2534,-1,26762,27627
351,2420,-1,26760,27627
351,2328,-1,26759,27627
351,1782,-1,26758,27627
46,351,-1,26757,27627
351,2032,-1,26757,27627
351,1948,-1,26756,27627
351,2591,-1,26756,27627
351,3032,-1,26753,27627
334,351,-1,26749,27627
351,2809,-1,26747,27627
220,351,-1,26745,27627
13,351,-1,26743,27627
70,351,-1,26743,27627
118,351,-1,26743,27627
351,1873,-1,26742,27627
351,2542,-1,26741,27627
351,2604,-1,26741,27627
351,1777,-1,26738,27627
351,1240,-1,26736,27627
351,2601,-1,26736,27627
351,2871,-1,26732,27627
351,2915,-1,26732,27627
351,405,-1,26731,27627
351,2360,-1,26731,27627
351,2869,-1,26731,27627
146,351,-1,26728,27627
351,1788,-1,26725,27627
351,1937,-1,26725,27627
351,2954,-1,26725,27627
79,351,-1,26723,27627
351,1921,-1,26723,27627
351,1094,-1,26722,27627
351,706,-1,26721,27627
351,943,-1,26721,27627
351,669,-1,26719,27627
351,2487,-1,26719,27627
351,576,-1,26716,27627
351,1913,-1,26716,27627
351,2775,-1,26715,27627
351,2434,-1,26713,27627
351,1019,-1,26712,27627
351,1511,-1,26712,27627
351,2461,-1,26712,27627
351,2373,-1,26710,27627
351,404,-1,26709,27627
351,1398,-1,26703,27627
170,351,-1,26702,27627
351,822,-1,26702,27627
351,2000,-1,26702,27627
351,2894,-1,26700,27627
351,1310,-1,26699,27627
351,2058,-1,26697,27627
351,638,-1,26695,27627
351,1117,-1,26695,27627
351,454,-1,26690,27627
351,720,-1,26690,27627
351,2576,-1,26690,27627
351,762,-1,26689,27627
125,351,-1,26688,27627
351,1984,-1,26687,27627
351,2449,-1,26687,27627
308,351,-1,26686,27627
351,2475,-1,26686,27627
351,2643,-1,26685,27627
42,351,-1,26684,27627
231,351,-1,26684,27627
351,462,-1,26684,27627
351,613,-1,26684,27627
243,351,-1,26682,27627
351,1260,-1,26682,27627
351,2029,-1,26682,27627
351,922,-1,26681,27627
351,1385,-1,26680,27627
177,351,-1,26679,27627
351,396,-1,26679,27627
168,351,-1,26678,27627
351,2268,-1,26678,27627
351,764,-1,26677,27627
351,2940,-1,26677,27627
351,2077,-1,26675,27627
88,351,-1,26674,27627
351,2626,-1,26674,27627
242,351,-1,26673,27627
351,1150,-1,26671,27627
351,1160,-1,26671,27627
95,351,-1,26669,27627
320,351,-1,26666,27627
351,2168,-1,26665,27627
351,2500,-1,26665,27627
351,2317,-1,26661,27627
282,351,-1,26660,27627
351,758,-1,26660,27627
351,1130,-1,26658,27627
351,2105,-1,26658,27627
351,1545,-1,26655,27627
351,1765,-1,26655,27627
351,1994,-1,26654,27627
351,521,-1,26651,27627
351,2648,-1,26650,27627
351,2587,-1,26649,27627
351,491,-1,26648,27627
351,900,-1,26647,27627
351,744,-1,26646,27627
351,1180,-1,26646,27627
351,2338,-1,26646,27627
167,351,-1,26645,27627
351,377,-1,26643,27627
351,1044,-1,26643,27627
351,1761,-1,26643,27627
43,351,-1,26642,27627
351,2023,-1,26641,27627
207,351,-1,26639,27627
351,2283,-1,26639,27627
351,2959,-1,26638,27627
139,351,-1,26636,27627
229,351,-1,26634,27627
351,1227,-1,26633,27627
123,351,-1,26632,27627
103,351,-1,26628,27627
351,2480,-1,26628,27627
303,351,-1,26627,27627
351,466,-1,26623,27627
351,2605,-1,26623,27627
119,351,-1,26621,27627
351,2401,-1,26621,27627
221,351,-1,26618,27627
351,1214,-1,26618,27627
351,3017,-1,26617,27627
351,661,-1,26615,27627
351,507,-1,26614,27627
351,2560,-1,26614,27627
218,351,-1,26612,27627
351,3015,-1,26607,27627
351,2488,-1,26602,27627
351,2088,-1,26600,27627
351,364,-1,26595,27627
351,1295,-1,26595,27627
351,2644,-1,26593,27627
351,2716,-1,26593,27627
351,2728,-1,26590,27627
351,1936,-1,26589,27627
347,351,-1,26588,27627
351,394,-1,26587,27627
351,2876,-1,26584,27627
92,351,-1,26582,27627
299,351,-1,26582,27627
212,351,-1,26581,27627
351,2903,-1,26580,27627
351,1793,-1,26579,27627
351,2121,-1,26578,27627
258,351,-1,26577,27627
351,2960,-1,26577,27627
351,1958,-1,26576,27627
351,2785,-1,26576,27627
351,1170,-1,26575,27627
351,2513,-1,26573,27627
351,1081,-1,26568,27627
351,2812,-1,26568,27627
351,2256,-1,26566,27627
351,2941,-1,26566,27627
351,755,-1,26565,27627
351,1637,-1,26565,27627
351,2582,-1,26562,27627
351,1756,-1,26560,27627
351,2765,-1,26559,27627
351,2138,-1,26553,27627
351,2427,-1,26552,27627
143,351,-1,26548,27627
351,2655,-1,26546,27627
351,2403,-1,26544,27627
351,1802,-1,26543,27627
351,3078,-1,26543,27627
351,1803,-1,26542,27627
351,2541,-1,26542,27627
351,1871,-1,26540,27627
105,351,-1,26538,27627
351,2935,-1,26538,27627
351,2318,-1,26536,27627
351,2346,-1,26536,27627
351,412,-1,26535,27627
193,351,-1,26530,27627
351,3060,-1,26528,27627
351,2327,-1,26524,27627
351,2688,-1,26524,27627
351,760,-1,26523,27627
351,2195,-1,26521,27627
351,3014,-1,26520,27627
351,689,-1,26519,27627
351,892,-1,26518,27627
351,2514,-1,26518,27627
351,2965,-1,26517,27627
351,2007,-1,26516,27627
351,1895,-1,26514,27627
351,907,-1,26513,27627
351,1254,-1,26513,27627
351,2914,-1,26513,27627
351,408,-1,26512,27627
351,692,-1,26511,27627
351,1857,-1,26511,27627
351,1880,-1,26508,27627
351,2793,-1,26508,27627
351,1917,-1,26507,27627
351,2886,-1,26507,27627
174,351,-1,26505,27627
244,351,-1,26504,27627
351,1884,-1,26502,27627
351,1849,-1,26499,27627
351,2069,-1,26499,27627
351,2782,-1,26497,27627
351,2324,-1,26496,27627
351,2677,-1,26496,27627
192,351,-1,26493,27627
351,2141,-1,26493,27627
240,351,-1,26491,27627
351,2493,-1,26491,27627
182,351,-1,26490,27627
351,3042,-1,26490,27627
351,2760,-1,26489,27627
171,351,-1,26488,27627
351,2183,-1,26487,27627
351,635,-1,26486,27627
351,930,-1,26482,27627
351,2112,-1,26482,27627
351,568,-1,26480,27627
351,1856,-1,26475,27627
330,351,-1,26474,27627
351,2085,-1,26474,27627
351,2690,-1,26474,27627
294,351,-1,26473,27627
316,351,-1,26473,27627
341,351,-1,26470,27627
351,2804,-1,26470,27627
230,351,-1,26469,27627
351,2265,-1,26469,27627
351,928,-1,26468,27627
351,1859,-1,26468,27627
351,3044,-1,26468,27627
351,2242,-1,26467,27627
351,400,-1,26466,27627
351,407,-1,26466,27627
351,2717,-1,26466,27627
351,3013,-1,26466,27627
351,733,-1,26463,27627
351,1493,-1,26463,27627
351,718,-1,26461,27627
351,732,-1,26459,27627
351,2354,-1,26455,27627
58,351,-1,26453,27627
124,351,-1,26453,27627
351,2595,-1,26453,27627
351,804,-1,26452,27627
351,1930,-1,26451,27627
351,2796,-1,26450,27627
351,444,-1,26446,27627
351,1404,-1,26446,27627
54,351,-1,26444,27627
351,2044,-1,26444,27627
351,2036,-1,26437,27627
160,351,-1,26436,27627
351,1824,-1,26436,27627
153,351,-1,26432,27627
351,2739,-1,26432,27627
78,351,-1,26430,27627
351,927,-1,26430,27627
351,2133,-1,26430,27627
351,382,-1,26429,27627
351,736,-1,26427,27627
351,2693,-1,26424,27627
351,1787,-1,26423,27627
351,2269,-1,26423,27627
351,814,-1,26422,27627
135,351,-1,26421,27627
351,391,-1,26421,27627
351,1344,-1,26421,27627
351,2810,-1,26420,27627
351,616,-1,26418,27627
351,1815,-1,26418,27627
351,440,-1,26416,27627
351,2651,-1,26416,27627
351,2184,-1,26414,27627
351,2589,-1,26414,27627
246,351,-1,26412,27627
351,2750,-1,26412,27627
351,2768,-1,26412,27627
351,2711,-1,26410,27627
8,351,-1,26409,27627
351,463,-1,26409,27627
351,841,-1,26406,27627
351,2637,-1,26406,27627
351,2055,-1,26405,27627
351,2042,-1,26404,27627
351,2076,-1,26404,27627
351,431,-1,26403,27627
351,591,-1,26398,27627
351,2444,-1,26398,27627
351,2908,-1,26398,27627
351,2571,-1,26397,27627
351,518,-1,26396,27627
351,3082,-1,26394,27627
351,989,-1,26393,27627
57,351,-1,26392,27627
351,2205,-1,26392,27627
351,1989,-1,26391,27627
351,2296,-1,26391,27627
351,384,-1,26388,27627
351,2556,-1,26384,27627
351,2756,-1,26380,27627
351,374,-1,26379,27627
51,351,-1,26378,27627
65,351,-1,26378,27627
351,2512,-1,26378,27627
26,351,-1,26377,27627
351,411,-1,26377,27627
62,351,-1,26375,27627
351,921,-1,26374,27627
351,2947,-1,26374,27627
52,351,-1,26373,27627
351,2213,-1,26371,27627
351,677,-1,26370,27627
44,351,-1,26368,27627
351,976,-1,26368,27627
351,1421,-1,26367,27627
351,2130,-1,26366,27627
351,2264,-1,26365,27627
84,351,-1,26362,27627
351,429,-1,26362,27627
351,1866,-1,26360,27627
351,388,-1,26359,27627
351,2219,-1,26355,27627
351,461,-1,26353,27627
351,503,-1,26351,27627
351,2620,-1,26351,27627
351,2632,-1,26350,27627
351,456,-1,26349,27627
351,2398,-1,26348,27627
351,2468,-1,26348,27627
351,1323,-1,26347,27627
351,798,-1,26346,27627
351,2666,-1,26345,27627
149,351,-1,26343,27627
351,753,-1,26340,27627
351,1878,-1,26340,27627
351,2962,-1,26340,27627
351,549,-1,26339,27627
351,2799,-1,26339,27627
351,1438,-1,26338,27627
351,472,-1,26337,27627
351,1952,-1,26336,27627
351,410,-1,26334,27627
283,351,-1,26333,27627
351,557,-1,26332,27627
351,2539,-1,26332,27627
351,2640,-1,26332,27627
194,351,-1,26330,27627
351,2117,-1,26330,27627
351,1621,-1,26329,27627
351,415,-1,26328,27627
351,2026,-1,26328,27627
351,2588,-1,26328,27627
268,351,-1,26327,27627
293,351,-1,26326,27627
351,2880,-1,26324,27627
351,1839,-1,26323,27627
351,2356,-1,26321,27627
351,2616,-1,26321,27627
21,351,-1,26320,27627
351,2352,-1,26320,27627
351,574,-1,26319,27627
351,1912,-1,26319,27627
287,351,-1,26316,27627
343,351,-1,26316,27627
351,730,-1,26315,27627
219,351,-1,26314,27627
351,1781,-1,26313,27627
351,2297,-1,26311,27627
351,2991,-1,26310,27627
351,553,-1,26307,27627
351,2120,-1,26307,27627
351,1236,-1,26305,27627
351,1951,-1,26304,27627
351,703,-1,26300,27627
351,2098,-1,26300,27627
351,2339,-1,26300,27627
351,2929,-1,26295,27627
351,639,-1,26294,27627
351,2841,-1,26289,27627
152,351,-1,26288,27627
351,2583,-1,26288,27627
351,2685,-1,26288,27627
351,2738,-1,26287,27627
351,356,-1,26284,27627
351,1289,-1,26284,27627
351,2041,-1,26284,27627
351,1142,-1,26282,27627
351,2040,-1,26282,27627
351,2314,-1,26280,27627
351,2698,-1,26280,27627
351,2931,-1,26280,27627
351,1232,-1,26279,27627
351,651,-1,26278,27627
351,3083,-1,26277,27627
307,351,-1,26276,27627
351,2511,-1,26276,27627
351,2861,-1,26276,27627
351,664,-1,26275,27627
73,351,-1,26273,27627
351,842,-1,26271,27627
351,2745,-1,26271,27627
351,2419,-1,26270,27627
351,2873,-1,26270,27627
351,731,-1,26269,27627
158,351,-1,26268,27627
351,673,-1,26268,27627
351,3071,-1,26266,27627
351,2725,-1,26265,27627
131,351,-1,26262,27627
278,351,-1,26262,27627
351,2438,-1,26262,27627
351,2732,-1,26262,27627
351,1164,-1,26261,27627
351,358,-1,26259,27627
351,2300,-1,26258,27627
351,793,-1,26257,27627
29,351,-1,26256,27627
351,1982,-1,26255,27627
178,351,-1,26254,27627
257,351,-1,26254,27627
351,2705,-1,26254,27627
263,351,-1,26253,27627
351,1659,-1,26248,27627
161,351,-1,26246,27627
345,351,-1,26245,27627
351,1330,-1,26244,27627
351,562,-1,26242,27627
351,1450,-1,26240,27627
351,2744,-1,26239,27627
172,351,-1,26236,27627
351,2194,-1,26236,27627
351,589,-1,26235,27627
351,2459,-1,26235,27627
351,2519,-1,26235,27627
351,545,-1,26233,27627
351,2107,-1,26233,27627
340,351,-1,26232,27627
351,1118,-1,26231,27627
295,351,-1,26229,27627
351,551,-1,26229,27627
351,701,-1,26229,27627
351,2366,-1,26229,27627
351,2642,-1,26229,27627
351,1795,-1,26228,27627
351,2070,-1,26226,27627
351,899,-1,26225,27627
351,1942,-1,26225,27627
351,2946,-1,26224,27627
351,1927,-1,26222,27627
351,1822,-1,26220,27627
351,2335,-1,26217,27627
351,2310,-1,26215,27627
351,765,-1,26214,27627
351,2332,-1,26212,27627
351,1258,-1,26211,27627
351,2976,-1,26208,27627
351,1026,-1,26207,27627
351,852,-1,26205,27627
351,2471,-1,26205,27627
351,2454,-1,26202,27627
351,722,-1,26201,27627
351,888,-1,26201,27627
351,367,-1,26199,27627
351,2135,-1,26198,27627
351,684,-1,26194,27627
351,1929,-1,26194,27627
351,1677,-1,26191,27627
351,1772,-1,26190,27627
351,3088,-1,26189,27627
351,538,-1,26187,27627
351,567,-1,26187,27627
351,1077,-1,26187,27627
351,1916,-1,26186,27627
351,2701,-1,26185,27627
351,2896,-1,26184,27627
351,2574,-1,26183,27627
351,2510,-1,26182,27627
351,2611,-1,26182,27627
351,572,-1,26178,27627
351,1430,-1,26178,27627
351,2113,-1,26175,27627
351,1102,-1,26174,27627
351,1176,-1,26171,27627
351,2501,-1,26170,27627
351,1701,-1,26168,27627
351,3043,-1,26167,27627
351,2197,-1,26166,27627
351,905,-1,26164,27627
351,1479,-1,26164,27627
351,1963,-1,26164,27627
351,2109,-1,26163,27627
351,2856,-1,26163,27627
351,2422,-1,26162,27627
351,2615,-1,26162,27627
351,1635,-1,26161,27627
351,2303,-1,26156,27627
351,2189,-1,26154,27627
351,3058,-1,26154,27627
351,501,-1,26153,27627
351,1372,-1,26151,27627
351,1390,-1,26151,27627
351,2767,-1,26147,27627
41,351,-1,26145,27627
351,2446,-1,26145,27627
351,520,-1,26144,27627
351,1654,-1,26144,27627
351,2762,-1,26144,27627
351,2271,-1,26142,27627
351,1990,-1,26141,27627
351,2330,-1,26140,27627
250,351,-1,26137,27627
351,2340,-1,26137,27627
351,2128,-1,26135,27627
351,738,-1,26134,27627
351,747,-1,26134,27627
351,1139,-1,26133,27627
351,375,-1,26132,27627
351,2111,-1,26132,27627
181,351,-1,26131,27627
351,2980,-1,26129,27627
351,2075,-1,26127,27627
351,596,-1,26126,27627
351,2817,-1,26126,27627
351,1845,-1,26123,27627
351,2368,-1,26123,27627
351,2038,-1,26122,27627
351,2884,-1,26121,27627
351,3029,-1,26120,27627
351,2393,-1,26119,27627
351,1301,-1,26117,27627
351,1049,-1,26116,27627
351,1032,-1,26112,27627
351,1791,-1,26111,27627
351,1934,-1,26111,27627
351,1894,-1,26110,27627
351,2333,-1,26109,27627
208,351,-1,26108,27627
351,695,-1,26106,27627
351,685,-1,26105,27627
351,1778,-1,26104,27627
351,2115,-1,26104,27627
351,473,-1,26103,27627
351,2209,-1,26102,27627
351,1818,-1,26100,27627
59,351,-1,26095,27627
351,1883,-1,26095,27627
17,351,-1,26092,27627
351,2387,-1,26090,27627
351,1959,-1,26089,27627
351,2086,-1,26089,27627
22,351,-1,26088,27627
351,863,-1,26087,27627
351,2970,-1,26087,27627
351,2573,-1,26083,27627
351,1972,-1,26081,27627
351,2845,-1,26081,27627
186,351,-1,26076,27627
270,351,-1,26071,27627
351,1796,-1,26071,27627
351,1776,-1,26070,27627
351,1837,-1,26070,27627
351,812,-1,26069,27627
351,365,-1,26067,27627
202,351,-1,26064,27627
351,387,-1,26063,27627
351,2336,-1,26060,27627
351,2966,-1,26059,27627
351,1242,-1,26056,27627
351,474,-1,26054,27627
351,2779,-1,26054,27627
351,2814,-1,26053,27627
351,1419,-1,26052,27627
351,2562,-1,26052,27627
351,1103,-1,26049,27627
351,2925,-1,26043,27627
351,2865,-1,26042,27627
351,1833,-1,26041,27627
351,486,-1,26037,27627
351,1968,-1,26037,27627
214,351,-1,26034,27627
197,351,-1,26033,27627
351,1334,-1,26032,27627
351,1971,-1,26032,27627
351,2875,-1,26032,27627
267,351,-1,26031,27627
351,1287,-1,26031,27627
351,2467,-1,26030,27627
351,803,-1,26028,27627
351,2101,-1,26028,27627
351,2821,-1,26028,27627
351,2669,-1,26026,27627
351,2466,-1,26024,27627
351,2127,-1,26022,27627
351,776,-1,26020,27627
351,2918,-1,26019,27627
351,1051,-1,26018,27627
351,455,-1,26017,27627
351,2218,-1,26016,27627
351,2852,-1,26015,27627
351,569,-1,26011,27627
351,2708,-1,26006,27627
351,1919,-1,26005,27627
351,2613,-1,26004,27627
351,909,-1,26002,27627
351,2226,-1,26002,27627
351,2485,-1,26002,27627
351,559,-1,26000,27627
351,1626,-1,25998,27627
351,1223,-1,25996,27627
351,2509,-1,25995,27627
133,351,-1,25993,27627
351,2819,-1,25991,27627
351,607,-1,25989,27627
351,2081,-1,25989,27627
351,2267,-1,25988,27627
351,942,-1,25987,27627
351,2972,-1,25986,27627
351,757,-1,25985,27627
351,3020,-1,25985,27627
132,351,-1,25981,27627
351,2662,-1,25981,27627
351,2702,-1,25980,27627
351,2200,-1,25978,27627
351,2371,-1,25977,27627
351,443,-1,25976,27627
351,2489,-1,25974,27627
351,830,-1,25973,27627
351,502,-1,25971,27627
351,779,-1,25969,27627
351,963,-1,25967,27627
351,2157,-1,25965,27627
351,1092,-1,25962,27627
351,2082,-1,25962,27627
351,713,-1,25959,27627
351,2923,-1,25958,27627
351,735,-1,25957,27627
351,548,-1,25956,27627
351,671,-1,25954,27627
351,715,-1,25953,27627
351,1932,-1,25953,27627
351,2320,-1,25953,27627
351,2185,-1,25952,27627
351,1642,-1,25951,27627
351,1066,-1,25950,27627
351,2482,-1,25945,27627
351,390,-1,25941,27627
351,457,-1,25939,27627
351,1064,-1,25939,27627
351,2458,-1,25930,27627
234,351,-1,25929,27627
351,1841,-1,25929,27627
351,2532,-1,25924,27627
351,2526,-1,25923,27627
351,2289,-1,25918,27627
351,2624,-1,25916,27627
351,601,-1,25914,27627
351,2949,-1,25912,27627
351,437,-1,25909,27627
351,2864,-1,25904,27627
273,351,-1,25903,27627
351,751,-1,25900,27627
351,2033,-1,25900,27627
351,770,-1,25896,27627
199,351,-1,25895,27627
351,413,-1,25895,27627
351,369,-1,25894,27627
351,1265,-1,25893,27627
351,895,-1,25892,27627
351,2306,-1,25892,27627
351,2982,-1,25886,27627
351,1672,-1,25883,27627
351,3033,-1,25881,27627
351,1211,-1,25878,27627
351,2274,-1,25878,27627
351,629,-1,25875,27627
351,2520,-1,25875,27627
351,739,-1,25874,27627
351,2228,-1,25872,27627
351,2499,-1,25872,27627
127,351,-1,25871,27627
351,2406,-1,25870,27627
351,2258,-1,25869,27627
351,1804,-1,25867,27627
351,2090,-1,25863,27627
351,2920,-1,25862,27627
142,351,-1,25861,27627
351,2490,-1,25861,27627
351,2646,-1,25861,27627
261,351,-1,25859,27627
286,351,-1,25852,27627
351,2525,-1,25852,27627
351,2491,-1,25851,27627
351,2675,-1,25847,27627
351,1925,-1,25846,27627
351,1641,-1,25842,27627
351,1436,-1,25840,27627
351,3011,-1,25839,27627
351,2451,-1,25837,27627
351,2262,-1,25836,27627
351,2973,-1,25834,27627
351,2486,-1,25830,27627
351,434,-1,25828,27627
351,2008,-1,25827,27627
351,1106,-1,25826,27627
351,2308,-1,25826,27627
351,1763,-1,25822,27627
159,351,-1,25815,27627
351,2633,-1,25814,27627
351,2045,-1,25813,27627
351,2847,-1,25808,27627
351,2294,-1,25807,27627
351,2287,-1,25805,27627
351,1046,-1,25802,27627
351,833,-1,25800,27627
351,448,-1,25798,27627
351,2257,-1,25797,27627
344,351,-1,25794,27627
351,618,-1,25793,27627
351,1933,-1,25791,27627
11,351,-1,25789,27627
351,1985,-1,25789,27627
311,351,-1,25787,27627
351,887,-1,25787,27627
351,1847,-1,25785,27627
280,351,-1,25784,27627
351,352,-1,25782,27627
351,436,-1,25781,27627
351,894,-1,25779,27627
351,1855,-1,25778,27627
198,351,-1,25774,27627
351,1816,-1,25774,27627
351,592,-1,25773,27627
351,2453,-1,25772,27627
351,1608,-1,25766,27627
351,2854,-1,25766,27627
351,389,-1,25763,27627
351,2531,-1,25762,27627
272,351,-1,25760,27627
351,3039,-1,25759,27627
351,1770,-1,25758,27627
351,3081,-1,25757,27627
351,2934,-1,25756,27627
351,914,-1,25752,27627
351,465,-1,25750,27627
351,547,-1,25749,27627
351,1767,-1,25749,27627
351,953,-1,25748,27627
351,2911,-1,25748,27627
351,2298,-1,25742,27627
338,351,-1,25738,27627
305,351,-1,25737,27627
351,2071,-1,25736,27627
351,782,-1,25735,27627
351,2530,-1,25734,27627
351,2790,-1,25734,27627
351,2757,-1,25733,27627
351,2322,-1,25732,27627
351,2577,-1,25732,27627
351,2089,-1,25731,27627
351,2559,-1,25729,27627
238,351,-1,25725,27627
351,1733,-1,25724,27627
351,1275,-1,25722,27627
351,498,-1,25721,27627
128,351,-1,25718,27627
351,787,-1,25717,27627
351,2365,-1,25717,27627
351,3041,-1,25710,27627
351,2839,-1,25708,27627
351,2430,-1,25706,27627
351,611,-1,25704,27627
317,351,-1,25699,27627
351,385,-1,25699,27627
351,1999,-1,25699,27627
351,2275,-1,25694,27627
351,3052,-1,25692,27627
140,351,-1,25686,27627
277,351,-1,25686,27627
351,1986,-1,25686,27627
351,1810,-1,25680,27627
351,2524,-1,25679,27627
351,1991,-1,25676,27627
351,1926,-1,25675,27627
351,468,-1,25669,27627
203,351,-1,25668,27627
351,649,-1,25665,27627
351,1121,-1,25663,27627
351,1806,-1,25663,27627
351,2150,-1,25662,27627
176,351,-1,25661,27627
351,771,-1,25654,27627
351,2776,-1,25649,27627
164,351,-1,25647,27627
275,351,-1,25642,27627
351,2932,-1,25640,27627
351,884,-1,25639,27627
351,1911,-1,25639,27627
351,849,-1,25637,27627
351,2704,-1,25632,27627
155,351,-1,25631,27627
351,1944,-1,25626,27627
351,2348,-1,25621,27627
279,351,-1,25619,27627
351,903,-1,25616,27627
351,660,-1,25612,27627
351,2687,-1,25612,27627
351,682,-1,25611,27627
274,351,-1,25609,27627
351,1004,-1,25607,27627
351,2408,-1,25607,27627
351,593,-1,25602,27627
239,351,-1,25598,27627
9,351,-1,25595,27627
297,351,-1,25593,27627
351,2802,-1,25590,27627
351,1354,-1,25587,27627
351,2584,-1,25587,27627
351,2955,-1,25585,27627
351,509,-1,25583,27627
351,2992,-1,25581,27627
351,2273,-1,25578,27627
351,2344,-1,25577,27627
351,519,-1,25576,27627
37,351,-1,25575,27627
262,351,-1,25575,27627
351,610,-1,25575,27627
351,2505,-1,25575,27627
224,351,-1,25574,27627
351,2203,-1,25573,27627
351,1836,-1,25570,27627
351,2921,-1,25568,27627
351,1794,-1,25567,27627
351,1629,-1,25564,27627
351,1423,-1,25563,27627
351,2667,-1,25559,27627
351,2791,-1,25558,27627
351,809,-1,25554,27627
351,2977,-1,25549,27627
351,1336,-1,25548,27627
351,393,-1,25547,27627
351,2792,-1,25546,27627
351,2827,-1,25543,27627
351,640,-1,25540,27627
351,2569,-1,25539,27627
351,1157,-1,25538,27627
351,2753,-1,25538,27627
351,1657,-1,25537,27627
351,2504,-1,25537,27627
351,2149,-1,25536,27627
351,2600,-1,25536,27627
351,1771,-1,25535,27627
351,423,-1,25531,27627
351,874,-1,25531,27627
351,1071,-1,25531,27627
351,652,-1,25530,27627
351,911,-1,25529,27627
351,2862,-1,25527,27627
351,1315,-1,25520,27627
351,2928,-1,25519,27627
351,1343,-1,25514,27627
351,2518,-1,25513,27627
351,1017,-1,25512,27627
351,563,-1,25511,27627
351,1379,-1,25511,27627
351,2930,-1,25509,27627
351,785,-1,25507,27627
351,2478,-1,25504,27627
351,584,-1,25501,27627
351,1757,-1,25501,27627
351,1825,-1,25501,27627
351,1023,-1,25500,27627
351,3080,-1,25492,27627
351,2496,-1,25489,27627
351,2580,-1,25486,27627
351,1683,-1,25485,27627
351,2905,-1,25481,27627
351,1808,-1,25480,27627
351,2284,-1,25475,27627
351,2377,-1,25475,27627
351,1624,-1,25472,27627
351,435,-1,25469,27627
351,728,-1,25468,27627
349,351,-1,25466,27627
351,710,-1,25462,27627
351,2278,-1,25461,27627
166,351,-1,25458,27627
351,2635,-1,25451,27627
351,2724,-1,25450,27627
351,3072,-1,25439,27627
351,1798,-1,25438,27627
351,818,-1,25435,27627
351,1775,-1,25432,27627
351,2153,-1,25430,27627
351,885,-1,25422,27627
351,2709,-1,25420,27627
351,877,-1,25418,27627
351,966,-1,25414,27627
351,1319,-1,25414,27627
351,2410,-1,25412,27627
351,586,-1,25404,27627
351,854,-1,25404,27627
351,1860,-1,25404,27627
351,2334,-1,25403,27627
351,941,-1,25387,27627
351,2282,-1,25387,27627
351,973,-1,25386,27627
351,433,-1,25385,27627
351,2056,-1,25383,27627
315,351,-1,25381,27627
351,2700,-1,25377,27627
351,1922,-1,25374,27627
351,426,-1,25371,27627
351,1681,-1,25370,27627
351,2818,-1,25366,27627
351,2483,-1,25362,27627
351,2881,-1,25362,27627
71,351,-1,25361,27627
351,650,-1,25361,27627
163,351,-1,25359,27627
351,2625,-1,25359,27627
351,2764,-1,25359,27627
351,1247,-1,25358,27627
351,2394,-1,25356,27627
351,2674,-1,25356,27627
351,1250,-1,25355,27627
351,2239,-1,25355,27627
351,2893,-1,25348,27627
162,351,-1,25347,27627
233,351,-1,25346,27627
351,2900,-1,25339,27627
351,643,-1,25335,27627
351,2395,-1,25335,27627
351,2780,-1,25332,27627
351,2409,-1,25323,27627
351,3023,-1,25323,27627
351,428,-1,25319,27627
351,556,-1,25318,27627
291,351,-1,25317,27627
351,1584,-1,25315,27627
351,3087,-1,25314,27627
351,1969,-1,25312,27627
351,745,-1,25311,27627
351,1252,-1,25311,27627
351,2022,-1,25310,27627
351,1224,-1,25309,27627
351,784,-1,25302,27627
351,1615,-1,25302,27627
351,2223,-1,25301,27627
351,1534,-1,25300,27627
351,965,-1,25297,27627
302,351,-1,25293,27627
351,1580,-1,25292,27627
351,633,-1,25291,27627
169,351,-1,25290,27627
351,860,-1,25288,27627
351,1140,-1,25285,27627
351,1887,-1,25285,27627
183,351,-1,25283,27627
351,880,-1,25280,27627
351,2978,-1,25280,27627
351,1673,-1,25278,27627
351,534,-1,25277,27627
351,2592,-1,25268,27627
351,2815,-1,25268,27627
351,2216,-1,25263,27627
351,2445,-1,25260,27627
351,2186,-1,25258,27627
351,1779,-1,25250,27627
351,614,-1,25248,27627
351,2043,-1,25248,27627
351,1699,-1,25241,27627
351,2607,-1,25240,27627
351,2362,-1,25233,27627
351,623,-1,25230,27627
351,1955,-1,25230,27627
351,1128,-1,25229,27627
351,386,-1,25228,27627
351,1073,-1,25228,27627
351,1625,-1,25226,27627
351,2733,-1,25225,27627
351,450,-1,25221,27627
351,1129,-1,25219,27627
351,424,-1,25218,27627
351,1780,-1,25217,27627
351,2277,-1,25215,27627
191,351,-1,25213,27627
333,351,-1,25208,27627
188,351,-1,25207,27627
351,663,-1,25207,27627
351,1809,-1,25206,27627
351,2774,-1,25206,27627
351,1714,-1,25203,27627
351,3089,-1,25202,27627
173,351,-1,25201,27627
351,935,-1,25199,27627
351,359,-1,25198,27627
351,1425,-1,25192,27627
290,351,-1,25191,27627
351,2758,-1,25191,27627
351,1712,-1,25190,27627
351,2473,-1,25186,27627
351,360,-1,25185,27627
351,355,-1,25184,27627
351,376,-1,25183,27627
351,1736,-1,25180,27627
351,2250,-1,25179,27627
351,1645,-1,25178,27627
351,910,-1,25174,27627
351,1797,-1,25164,27627
351,726,-1,25163,27627
351,1031,-1,25156,27627
351,1715,-1,25155,27627
351,1212,-1,25154,27627
351,447,-1,25147,27627
313,351,-1,25146,27627
351,2813,-1,25146,27627
351,827,-1,25141,27627
351,1965,-1,25141,27627
